 id_item | id_material_extra |                                               descripcion                                               |                  categoria                  |             presentacion              |       unidad       | permite_decimales | cantidad_disponible |          marca           | estado_calidad |  ubicacion  | precioxunidad |                          uso_principal                          |      ultima_modificacion      | stock_minimo
     115 | MCO-ABZ-195A2     | Abrazadera metßlica mediana tipo arco p/tornillos 8 mm S/M                                              | Abrazaderas                                 | 19.5 cms                              | Pza                | t                 |                   0 | S/M                      | Bueno          |             |               | Soporte de peso medio                                           | 2025-07-10 11:07:41.045496-06 |         0.00
     112 | MCO-ABZ-055T      | Abrazadera metßlica chica c/tornillo y tuerca de cierre S/M                                             | Abrazaderas                                 | 5.5 cms                               | Pza                | f                 |                   0 | S/M                      | Bueno          | Bodega CDMX |               | Sujeci≤n de componentes ligeros                                 | 2025-06-29 13:17:50.154941-06 |         0.00
     114 | MCO-ABZ-195A1     | Abrazadera metßlica chica tipo arco p/tornillos 8 mm S/M                                                | Abrazaderas                                 | 19.5 cms                              | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Sujeci≤n ampliada tipo arco                                     | 2025-07-05 16:11:08.488952-06 |         0.00
     119 | MCO-ARM-012T      | Armella acero tipo gancho c/tuerca 1/2" hexagonal 1" Clevis                                             | Armaderas                                   | Pieza ·nica                           | Pza                | t                 |                   1 | Clevis                   | Bueno          |             |               | Fijaci≤n de cuerda o cable en estructuras                       | 2025-06-18 15:23:05.241333-06 |         0.00
     120 | MCO-ARM-038T1     | Armella acero 3/8" c/tuerca 10.5 cm Clevis                                                              | Armaderas                                   | Pieza ·nica                           | Pza                | t                 |                   1 | Clevis                   | Bueno          |             |               | Montaje en estructuras pesadas                                  | 2025-06-18 15:23:05.241333-06 |         0.00
     121 | MCO-ARM-038T2     | Armella acero 3/8" c/tuerca 9 cm Clevis                                                                 | Armaderas                                   | Pieza ·nica                           | Pza                | t                 |                   1 | Clevis                   | Bueno          |             |               | Montaje general                                                 | 2025-06-18 15:23:05.241333-06 |         0.00
     122 | MCO-ARM-038S      | Armella acero 3/8" s/tuerca 9 cm p/taquete expansivo Z Clevis                                           | Armaderas                                   | Pieza ·nica                           | Pza                | t                 |                   1 | Clevis                   | Bueno          |             |               | Sujeci≤n directa a taquetes                                     | 2025-06-18 15:23:05.241333-06 |         0.00
     124 | MCO-ARM-014T1     | Armella acero 1/4" c/tuerca 7 cm Clevis                                                                 | Armaderas                                   | Pieza ·nica                           | Pza                | t                 |                   1 | Clevis                   | Bueno          |             |               | Anclaje con rosca                                               | 2025-06-18 15:23:05.241333-06 |         0.00
     125 | MCO-ARM-014T2     | Armella acero 1/4" c/tuerca 5 cm Clevis                                                                 | Armaderas                                   | Pieza ·nica                           | Pza                | t                 |                   1 | Clevis                   | Bueno          |             |               | Anclaje corto                                                   | 2025-06-18 15:23:05.241333-06 |         0.00
     126 | MCO-ARM-006A      | Armella acero abierta 1/4" s/tuerca 4 cm Clevis                                                         | Armaderas                                   | Pieza ·nica                           | Pza                | t                 |                   1 | Clevis                   | Bueno          |             |               | Fijaci≤n rßpida o provisional                                   | 2025-06-18 15:23:05.241333-06 |         0.00
     127 | MCO-ARM-001C      | Armella acero cerrada 1/8" p/jaulas de bateo y golf Clevis                                              | Armaderas                                   | Pieza ·nica                           | Pza                | t                 |                   1 | Clevis                   | Bueno          |             |               | Ensamble de jaulas deportivas                                   | 2025-06-18 15:23:05.241333-06 |         0.00
     130 | MCO-BRQ-012A      | Broquero de acero 1/2" 20UNF c/ajuste 1.5mm y apertura 13 mm S/M                                        | Broquero de acero                           | Pieza individual                      | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Sujeci≤n de brocas en herramientas elΘctricas                   | 2025-06-18 15:23:05.241333-06 |         0.00
     133 | MCO-CAD-0090ML    | Cadena de acero 0.90 m con eslabones 5 x 4 cm y candado Multi Lock 9 x 6 cm (sin llave) S/M             | Cadenas de acero                            | Pieza con candado incluido            | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Seguridad intermedia para equipos peque±os                      | 2025-06-18 15:23:05.241333-06 |         0.00
     134 | MCO-CAD-0195MA    | Cadena de acero 1.95 m con eslabones 3 x 1 cm y candado Master 5 x 4 cm (sin llave) S/M                 | Cadenas de acero                            | Pieza con candado incluido            | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Anclaje ligero para herramientas o materiales                   | 2025-06-18 15:23:05.241333-06 |         0.00
     135 | MCO-CAND-085R     | Candado redondo 85 mm c/llave de seguridad CA-165LX Hernex                                              | Candados                                    | Pieza ·nica                           | Pza                | t                 |                   1 | Hernex                   | Bueno          |             |               | Cierre de accesos con seguridad reforzada                       | 2025-06-18 15:23:05.241333-06 |         0.00
     136 | MCO-CAND-080D     | Candado de acero 8 x 5 cm c/llave Dexter                                                                | Candados                                    | Pieza ·nica                           | Pza                | t                 |                   1 | Dexter                   | Bueno          |             |               | Seguridad general para puertas o portones                       | 2025-06-18 15:23:05.241333-06 |         0.00
     138 | MCO-CASQ-08AL     | Casquillo de aluminio para cable de acero de 8 mm S/M                                                   | Casquillos                                  | Pieza ·nica                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n y remate de cables de acero                            | 2025-06-18 15:23:05.241333-06 |         0.00
     139 | MCO-CER-ALM08     | Cerrojo de aluminio para puerta 8 x 5 cm (sin tornillos) S/M                                            | Cerrojos                                    | Pieza ·nica                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Cierre bßsico de puertas                                        | 2025-06-18 15:23:05.241333-06 |         0.00
     140 | MCO-CER-ACN05     | Cerrojo de acero negro para ventana 5 x 4 cm (2 piezas) Hermex                                          | Cerrojos                                    | Set de 2 piezas                       | Pza                | t                 |                   1 | Hernex                   | Bueno          |             |               | Seguridad para ventanas                                         | 2025-06-18 15:23:05.241333-06 |         0.00
     141 | MCO-CER-GAL45T7   | Cerrojo galvanizado porta candados 4.5" con 7 tornillos Vecker                                          | Cerrojos                                    | Con tornillerφa                       | Pza                | t                 |                   1 | Vecker                   | Bueno          |             |               | Refuerzo para candados en puertas o cajas                       | 2025-06-18 15:23:05.241333-06 |         0.00
     142 | MCO-CIN-ELE19T    | Cinta adhesiva elΘctrica 19mm x 18m transparente Tuk / 3M / Leader                                      | Cintas                                      | Rollo                                 | Pza                | t                 |                   1 | Leader                   | Bueno          |             |               | Aislamiento elΘctrico                                           | 2025-06-18 15:23:05.241333-06 |         0.00
     143 | MCO-CIN-ELE19N    | Cinta de aislar 19mm x 18m para uso elΘctrico Tuk                                                       | Cintas                                      | Rollo                                 | Pza                | t                 |                   1 | Tuk                      | Bueno          |             |               | Aislamiento elΘctrico                                           | 2025-06-18 15:23:05.241333-06 |         0.00
     144 | MCO-CIN-ELE18V    | Cinta de aislar 1.8 cm para usos diversos Tuk                                                           | Cintas                                      | Rollo                                 | Pza                | t                 |                   1 | Tuk                      | Bueno          |             |               | Aislamiento general                                             | 2025-06-18 15:23:05.241333-06 |         0.00
     145 | MCO-CIN-ADH5C     | Cinta adhesiva color canela 5 cm de ancho en rollo Scotch / Navitek                                     | Cintas                                      | Rollo 5 cms                           | Pza                | t                 |                   1 | Navitek                  | Bueno          |             |               | Empaque y sellado                                               | 2025-06-18 15:23:05.241333-06 |         0.00
     146 | MCO-CIN-TEF-Y     | Cinta de Tefl≤n en carrete amarillo Stana                                                               | Cintas                                      | Rollo estßndar                        | Pza                | t                 |                   1 | Stana                    | Bueno          |             |               | Sellado de roscas                                               | 2025-06-18 15:23:05.241333-06 |         0.00
     147 | MCO-CIN-TEF-V     | Cinta de Tefl≤n con pegamento en rollo color verde Mount                                                | Cintas                                      | Rollo 3/4" x 3 mts                    | Pza                | t                 |                   1 | Mount                    | Bueno          |             |               | Sellado con adhesivo                                            | 2025-06-18 15:23:05.241333-06 |         0.00
     148 | MCO-CIN-TABLAR    | Cinta para unir tablaroca blanca 5 cm / 2ö                                                              | Cintas                                      | Rollo 5 cms                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Uni≤n de paneles                                                | 2025-06-18 15:23:05.241333-06 |         0.00
     149 | MCO-CIN-SEG2P     | Cinta de seguridad 2" para exceso de largo (camioneta Pick up) Milano                                   | Cintas                                      | Rollo 39.4 mts                        | Pza                | t                 |                   1 | Milano                   | Bueno          |             |               | Asegurar carga                                                  | 2025-06-18 15:23:05.241333-06 |         0.00
     150 | MCO-CIN-MET8N     | Cinta mΘtrica metßlica 8 m carcasa negra Truper                                                         | Cintas                                      | 8 mts                                 | Pza                | t                 |                   1 | Truper                   | Bueno          |             |               | Medici≤n estßndar                                               | 2025-06-18 15:23:05.241333-06 |         0.00
     151 | MCO-CIN-MET8O     | Cinta mΘtrica metßlica 8 m carcasa naranja Lufkin                                                       | Cintas                                      | 8 mts                                 | Pza                | t                 |                   1 | Lufkin                   | Bueno          |             |               | Medici≤n estßndar                                               | 2025-06-18 15:23:05.241333-06 |         0.00
     152 | MCO-CIN-FIB20M    | Cinta mΘtrica fibra de vidrio 20 m carcasa mediana Truper                                               | Cintas                                      | 20 mts                                | Pza                | t                 |                   1 | Truper                   | Bueno          |             |               | Medici≤n en campo                                               | 2025-06-18 15:23:05.241333-06 |         0.00
     153 | MCO-CIN-FIB20G    | Cinta mΘtrica fibra de vidrio 20 m carcasa grande Truper                                                | Cintas                                      | 20 mts                                | Pza                | t                 |                   1 | Truper                   | Bueno          |             |               | Medici≤n en campo                                               | 2025-06-18 15:23:05.241333-06 |         0.00
     154 | MCO-CIN-FIB50G    | Cinta mΘtrica fibra de vidrio 50 m carcasa grande Truper                                                | Cintas                                      | 50 mts                                | Pza                | t                 |                   1 | Truper                   | Bueno          |             |               | Medici≤n larga distancia                                        | 2025-06-18 15:23:05.241333-06 |         0.00
     155 | MCO-CIN-ODOM      | Cinta mΘtrica (od≤metro) con rueda de 6", mide desde 10 cm hasta 1000 m con bot≤n de reinicio Dogo Tuls | Cintas                                      | Rueda 6" / hasta 1000 m               | Pza                | t                 |                   1 | Dogo Tuls                | Bueno          |             |               | Medici≤n de grandes superficies                                 | 2025-06-18 15:23:05.241333-06 |         0.00
     156 | MCO-CIN-AMR05     | Cinta de resorte con contactel color negro de 5 cm (amarre jaulas de golf)                              | Cintas                                      | 15 cms                                | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Sujeci≤n rßpida para jaulas o estructuras                       | 2025-06-18 15:23:05.241333-06 |         0.00
     157 | MCO-CLA-050A      | Clavos de acero de 5 cm S/M                                                                             | Clavos                                      | Bolsa de 2 pzas                       | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n general en estructuras ligeras                         | 2025-06-18 15:23:05.241333-06 |         0.00
     158 | MCO-CLA-060A      | Clavos de acero de 6 cm S/M                                                                             | Clavos                                      | Bolsa de 9 pzas                       | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Ensambles de madera o tabla roca                                | 2025-06-18 15:23:05.241333-06 |         0.00
     132 | MCO-CAD-0160G     | Cadena de acero 1.60 m con eslabones 3 x 2 cm y gancho con seguro 15 x 8 cm S/M                         | Cadenas de acero                            | Pieza con gancho incluido             | Pza                | t                 |                   0 | S/M                      | Bueno          |             |               | Sujeci≤n rßpida o delimitaci≤n temporal                         | 2025-06-18 15:23:05.241333-06 |         0.00
     131 | MCO-CAD-0190PH    | Cadena de acero 1.90 m con eslabones 4 x 2 cm y candado Phillips 10 x 5 cm (sin llave) S/M              | Cadenas de acero                            | Pieza con candado incluido            | Pza                | t                 |                   0 | S/M                      | Bueno          |             |               | Cierre o restricci≤n de acceso con alta seguridad               | 2025-07-08 17:34:51.707896-06 |         0.00
     128 | MCO-BAN-020AZ     | Banda aislante color azul 2 cm S/M                                                                      | Banda aislante                              | Pieza ·nica                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Aislamiento y sujeci≤n en instalaciones                         | 2025-07-05 16:22:13.479059-06 |         0.00
     129 | MCO-BIS-075A      | Bisagra de acero 7.8 x 7.5 cm con 6 perforaciones para tornillos (doble pliegue) S/M                    | Bisagra de acero                            | Pieza individual                      | Pza                | t                 |                   0 | S/M                      | Bueno          |             |               | Montaje de puertas o estructuras abatibles                      | 2025-07-08 17:57:26.652247-06 |         0.00
     137 | MCO-CAND-060P     | Candado de acero 60 mm gancho largo c/llave Phillips                                                    | Candados                                    | Pieza ·nica                           | Pza                | f                 |                  10 | Phillips                 | Bueno          | Bodega CDMX |            15 | Cierre de cadenas o estructuras de soporte                      | 2025-07-16 16:00:08.528723-06 |         0.00
     159 | MCO-CLA-065A      | Clavos de acero de 6.5 cm S/M                                                                           | Clavos                                      | Bolsa de 16 pzas                      | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n resistente para obra civil                             | 2025-06-18 15:23:05.241333-06 |         0.00
     160 | MCO-CLA-100A      | Clavos de acero de 10 cm S/M                                                                            | Clavos                                      | Bolsa de 1 pza                        | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Anclaje profundo o elementos pesados                            | 2025-06-18 15:23:05.241333-06 |         0.00
     161 | HAD-DIS-MAD045    | Disco de corte para esmeril 115 x 22.23 mm p/madera Tenazit                                             | Discos                                      | 4 1/2" (115 mm) x 7/8" (22.23 mm)     | Pza                | t                 |                   1 | Tenazit                  | Bueno          |             |               | Corte de madera con esmeril angular                             | 2025-06-18 15:23:05.241333-06 |         0.00
     162 | HAD-DIS-INO045    | Disco de corte para esmeril 115 x 1.2 x 22.23 mm acero inoxidable Fandelli 109 DCD                      | Discos                                      | 4 1/2" x 3/64" x 7/8"                 | Pza                | t                 |                   1 | Fandelli 109 DCD         | Bueno          |             |               | Corte fino de acero inoxidable                                  | 2025-06-18 15:23:05.241333-06 |         0.00
     163 | HAD-DIS-INO180    | Disco de desbaste para esmeril 180 x 6.4 x 22.23 mm acero inoxidable Austromex                          | Discos                                      | 180 mm x 6.4 mm x 22.23 mm            | Pza                | t                 |                   1 | Austromex                | Bueno          |             |               | Desbaste de metal inoxidable                                    | 2025-06-18 15:23:05.241333-06 |         0.00
     165 | HAD-DIS-INO7TR    | Disco de corte para esmeril 180 x 1.3 x 22.23 mm acero inoxidable Truper                                | Discos                                      | 7" (180 mm) x 1.3 mm x 22.23 mm       | Pza                | t                 |                   1 | Truper                   | Bueno          |             |               | Corte general de acero inoxidable                               | 2025-06-18 15:23:05.241333-06 |         0.00
     167 | HAE-ESP-PL01      | Espßtula de plßstico color negro chica S/M                                                              | Espßtulas de plßstico                       | 17 x 5 cms                            | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Aplicaci≤n y limpieza en ßreas peque±as                         | 2025-06-18 15:23:05.241333-06 |         0.00
     168 | HAE-ESP-PL02      | Espßtula de plßstico color negro grande S/M                                                             | Espßtulas de plßstico                       | 18 x 10 cms                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Aplicaci≤n y limpieza en ßreas mßs amplias                      | 2025-06-18 15:23:05.241333-06 |         0.00
     169 | HAC-EST-001       | Estopa fina extra blanca para limpieza Comex                                                            | Estopas                                     | 500 g (250 g usada)                   | Pza                | t                 |                   1 | Comex                    | Bueno          |             |               | Limpieza general de superficies                                 | 2025-06-18 15:23:05.241333-06 |         0.00
     170 | HAE-ESP-001       | Esparrßgos de acero 3/8" doblados a 80 cm para anclaje de cable de acero                                | Esparrßgos de acero                         | 80 cms                                | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n estructural de cables de acero                         | 2025-06-18 15:23:05.241333-06 |         0.00
     171 | HAG-GRF-038T      | Grifa de acero de 2 bocas 3/8" para varillas Truper                                                     | Grifa de acero                              | 3/8"                                  | Pza                | t                 |                   1 | Truper                   | Bueno          |             |               | Sujeci≤n y torsi≤n de varillas                                  | 2025-06-18 15:23:05.241333-06 |         0.00
     172 | HAH-HOJ-SE13      | Hoja de segueta dentada 13.5 cm S/M (rota)                                                              | Hojas de acero                              | 13.5 cms                              | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Corte manual de materiales delgados                             | 2025-06-18 15:23:05.241333-06 |         0.00
     173 | HAH-HOJ-SE31R     | Hoja de segueta dentada 31 cm S/M (color acero)                                                         | Hojas de acero                              | 31 cms                                | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Corte manual de materiales delgados                             | 2025-06-18 15:23:05.241333-06 |         0.00
     174 | HAH-HOJ-SE31A     | Hoja de segueta dentada 31 cm S/M (color amarillo)                                                      | Hojas de acero                              | 31 cms                                | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Corte manual de materiales delgados                             | 2025-06-18 15:23:05.241333-06 |         0.00
     176 | HAL-LIJ-150A      | Lija para agua #150 Fandeli (23 x 15.5 cm)                                                              | Lijas para agua                             | 23 x 15.5 cms                         | Pza                | t                 |                   1 | Fandeli                  | Bueno          |             |               | Lijado fino sobre metal o madera                                | 2025-06-18 15:23:05.241333-06 |         0.00
     177 | HAL-LIJ-150B      | Lija para agua #150 Fandeli (23 x 12.5 cm)                                                              | Lijas para agua                             | 23 x 12.5 cms                         | Pza                | t                 |                   1 | Fandeli                  | Bueno          |             |               | Lijado fino sobre metal o madera                                | 2025-06-18 15:23:05.241333-06 |         0.00
     178 | HAL-LIJ-220A      | Lija para agua #220 Fandeli (11.5 x 14 cm)                                                              | Lijas para agua                             | 11.5 x 14 cms                         | Pza                | t                 |                   1 | Fandeli                  | Bueno          |             |               | Lijado fino sobre metal o madera                                | 2025-06-18 15:23:05.241333-06 |         0.00
     179 | HAL-LIJ-220B      | Lija para agua #220 Fandeli (11.5 x 18 cm)                                                              | Lijas para agua                             | 11.5 x 18 cms                         | Pza                | t                 |                   1 | Fandeli                  | Bueno          |             |               | Lijado fino sobre metal o madera                                | 2025-06-18 15:23:05.241333-06 |         0.00
     180 | HAL-LIJ-320A      | Lija para agua #320 Fandeli (23 x 14 cm)                                                                | Lijas para agua                             | 23 x 14 cms                           | Pza                | t                 |                   1 | Fandeli                  | Bueno          |             |               | Lijado fino sobre metal o madera                                | 2025-06-18 15:23:05.241333-06 |         0.00
     181 | HAM-MELE-001      | Baterφa AA alcalina Duracell MN1500 1.5V LR6                                                            | Material ElΘctrico                          | Pieza                                 | Pza                | t                 |                   1 | Duracell                 | Bueno          |             |               | Alimentaci≤n temporal de dispositivos                           | 2025-06-18 15:23:05.241333-06 |         0.00
     182 | HAM-MELE-002      | Cable de alambre forrado calibre 14 (rollo)                                                             | Material ElΘctrico                          | 6.5 mts                               | Rollo              | t                 |                   1 | S/M                      | Bueno          |             |               | Conducci≤n elΘctrica                                            | 2025-06-18 15:23:05.241333-06 |         0.00
     183 | HAM-MELE-003      | Cable de PVC 1" color naranja para entubar cable elΘctrico                                              | Material ElΘctrico                          | 2.35 mts                              | Tramo              | t                 |                   1 | S/M                      | Bueno          |             |               | Protecci≤n de cableado elΘctrico                                | 2025-06-18 15:23:05.241333-06 |         0.00
     184 | HAM-MELE-004      | Cable para bocina 10 mts color rojo con negro                                                           | Material ElΘctrico                          | 10 mts                                | Rollo              | t                 |                   1 | S/M                      | Bueno          |             |               | Conexi≤n de audio                                               | 2025-06-18 15:23:05.241333-06 |         0.00
     185 | HAM-MELE-005      | Caja con tapa de metal chica para contacto de luz                                                       | Material ElΘctrico                          | 10 x 10 cms                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Instalaci≤n de tomacorrientes o switches                        | 2025-06-18 15:23:05.241333-06 |         0.00
     186 | HAM-MELE-006      | Enchufe elΘctrico de 3 entradas color blanco                                                            | Material ElΘctrico                          | 2" x 1.5"                             | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Extensi≤n de tomas elΘctricas                                   | 2025-06-18 15:23:05.241333-06 |         0.00
     187 | HAM-MELE-007      | Grapas de plßstico blanco para fijar cables telef≤nicos (2 cm)                                          | Material ElΘctrico                          | Pieza                                 | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Sujeci≤n de cableado                                            | 2025-06-18 15:23:05.241333-06 |         0.00
     188 | HAM-MELE-008      | Tapa metßlica chica para contacto con orificio central                                                  | Material ElΘctrico                          | 10.6 x 10.6 cms                       | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Cubierta de caja de contacto                                    | 2025-06-18 15:23:05.241333-06 |         0.00
     189 | HAM-MELE-009      | Tapa metßlica grande para contacto con abertura central                                                 | Material ElΘctrico                          | 12.5 x 12.5 cms                       | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Cubierta de caja de contacto grande                             | 2025-06-18 15:23:05.241333-06 |         0.00
     190 | HAP-PEG-PVC01     | Pegamento especial para tuberφa de PVC Siler                                                            | Pegamento                                   | 60 g                                  | Pza                | t                 |                   1 | Siler                    | Bueno          |             |               | Uni≤n de tuberφas y conexiones de PVC                           | 2025-06-18 15:23:05.241333-06 |         0.00
     192 | HAP-PIJ-01026     | Pijas de cruz para bisagras 1 cm x 26 mm S/M                                                            | Pijas                                       | 1 cm x 26 mm                          | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n de bisagras y herrajes                                 | 2025-06-18 15:23:05.241333-06 |         0.00
     193 | HAP-POL-02VK      | Polea giratoria sencilla niquelada de 2" Vecker                                                         | Poleas                                      | 2"                                    | Pza                | t                 |                   1 | Vecker                   | Bueno          |             |               | Desviaci≤n o soporte de cuerda o cable                          | 2025-06-18 15:23:05.241333-06 |         0.00
     194 | MCO-PRO-BAR35     | Protector de goma tipo barril para tubo de red 3 x 3.5 cm S/M                                           | Protectores de goma                         | 3 x 3.5 cms                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Protecci≤n de base en postes de red para pßdel y tenis          | 2025-06-18 15:23:05.241333-06 |         0.00
     196 | MCO-ROD-CORT01    | Rodillo corto para pintar con mango de plßstico verde S/M                                               | Rodillos                                    | N/A                                   | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Aplicaci≤n de pintura en detalles                               | 2025-06-18 15:23:05.241333-06 |         0.00
     198 | HAR-RON-1005B     | Rondana de acero mediana con base de goma S/M                                                           | Rondanas de acero                           | 1 x 0.5 cms                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Amortiguaci≤n y fijaci≤n metßlica                               | 2025-06-18 15:23:05.241333-06 |         0.00
     195 | MCO-RAF-BL448     | Rafia plßstica color blanco en retazo de 4.48 m S/M                                                     | Rafia de material plßstico                  | 4.48 mts                              | Mts                | t                 |                   0 | S/M                      | Bueno          |             |               | Empaque, protecci≤n y sujeci≤n ligera                           | 2025-06-18 15:23:05.241333-06 |         0.00
     175 | HAK-SUP-MED01     | Kit de supervivencia con medicamentos primarios Jaloma                                                  | Kit de supervivencia                        | 20 x 14 x 13 cms                      | Pza                | t                 |                   0 | Jaloma                   | Bueno          |             |               | Atenci≤n de primeros auxilios en campo                          | 2025-06-18 15:23:05.241333-06 |         0.00
     164 | HAD-DIS-INO180R   | Disco de corte para esmeril 180 x 1.3 x 22.23 mm acero inoxidable Austromex (roto)                      | Discos                                      | 180 mm x 1.3 mm x 22.23 mm            | Pza                | t                 |                   0 | Austromex                | Bueno          |             |               | Pieza defectuosa o rota (verificar antes)                       | 2025-06-18 15:23:05.241333-06 |         0.00
     197 | MCO-ROD-NYLN01    | Rodillo de nylon completo para pintar con mango de plßstico verde S/M                                   | Rodillos                                    | N/A                                   | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Aplicaci≤n general de pintura                                   | 2025-07-08 20:14:03.93262-06  |         0.00
     199 | HAR-RON-1007C     | Rondana de acero chica S/M                                                                              | Rondanas de acero                           | 1 x 0.7 cms                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n de tornillos peque±os                                  | 2025-06-18 15:23:05.241333-06 |         0.00
     200 | HAR-RON-1707C     | Rondana de acero chica S/M                                                                              | Rondanas de acero                           | 1.7 x 0.7 cms                         | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n de pernos medianos                                     | 2025-06-18 15:23:05.241333-06 |         0.00
     201 | HAR-RON-2012C     | Rondana de acero chica S/M                                                                              | Rondanas de acero                           | 2 x 1.2 cms                           | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n en estructuras ligeras                                 | 2025-06-18 15:23:05.241333-06 |         0.00
     202 | HAR-RON-2307C     | Rondana de acero circular S/M                                                                           | Rondanas de acero                           | 2.3 x 0.7 cms                         | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Refuerzo de uniones mecßnicas                                   | 2025-06-18 15:23:05.241333-06 |         0.00
     203 | HAR-RON-2510C     | Rondana de acero circular S/M                                                                           | Rondanas de acero                           | 2.5 x 1.0 cms                         | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Uni≤n de piezas con pernos largos                               | 2025-06-18 15:23:05.241333-06 |         0.00
     204 | HAR-RON-2517C     | Rondana de acero circular S/M                                                                           | Rondanas de acero                           | 2.5 x 1.7 cms                         | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Refuerzo en estructuras metßlicas                               | 2025-06-18 15:23:05.241333-06 |         0.00
     205 | HAR-RON-2717C     | Rondana de acero circular S/M                                                                           | Rondanas de acero                           | 2.7 x 1.7 cms                         | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Refuerzo y separaci≤n                                           | 2025-06-18 15:23:05.241333-06 |         0.00
     206 | HAR-RON-3515G     | Rondana de acero grande S/M                                                                             | Rondanas de acero                           | 3.5 x 1.5 cms                         | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Ensamble de piezas de gran tama±o                               | 2025-06-18 15:23:05.241333-06 |         0.00
     207 | HAR-RON-PRE916    | Rondana de acero de presi≤n 9/16" (ojo de 1 cm) S/M                                                     | Rondanas de acero                           | 9/16" (1.5 cms total)                 | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Fijaci≤n con efecto de sujeci≤n por presi≤n                     | 2025-06-18 15:23:05.241333-06 |         0.00
     208 | HAS-SEL-280CX     | Sellador de silic≤n transparente Comex                                                                  | Sellador                                    | 280 ml                                | Pza                | t                 |                   1 | Comex                    | Bueno          |             |               | Sellado de juntas y protecci≤n contra humedad                   | 2025-06-18 15:23:05.241333-06 |         0.00
     209 | HAP-SEL-060SI     | Sellador adhesivo para tuberφa rφgida de PVC Siller                                                     | Sellador                                    | 60 g                                  | Pza                | t                 |                   1 | Siler                    | Bueno          |             |               | Uni≤n permanente de tuberφas de PVC en instalaciones            | 2025-06-18 15:23:05.241333-06 |         0.00
     213 | MCO-TAP-10X10C    | Tapa de metal chica para contacto con hoyo al centro S/M                                                | Tapas                                       | 10.6 x 10.6 cms                       | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Cubierta de contacto elΘctrico chico                            | 2025-06-18 15:23:05.241333-06 |         0.00
     214 | MCO-TAP-10X10J    | Tapa y caja de metal chica para contacto elΘctrico S/M                                                  | Tapas                                       | 10.6 x 10.6 cms                       | Pza                | t                 |                   1 | S/M                      | Bueno          |             |               | Cubierta y alojamiento de conexi≤n elΘctrica chica              | 2025-06-18 15:23:05.241333-06 |         0.00
